L,T,J,D,Bx,By,Bz,seed,therm_sweeps,samples,skip,proposal_width,E_density_mean,E_density_stderr,M_abs_mean,M_abs_stderr,chi_abs,chi_vec,Cv_per_spin,helical_order_mean,helical_order_stderr,helical_susc_like,acceptance_rate,q_peak_final,axis_peak_final,n_peak_final,ml_configs_saved
8,1.2,1,1,0,0,0,1,2000,3000,5,0.6999999999999998,-1.9324414731150883,0.0012413727702703,0.0805127487530624,0.0006289908608116,0.5064057638202617,3.252858417394489,1.6437401117532662,0.0556521364208659,0.0005525815000425,0.3908432821622924,0.8062985677083333,0.7853981633974482,1,1,0
8,1.2,1,1,0,0,0,2,2000,3000,5,0.6999999999999998,-1.925901919813913,0.0012576604327743,0.0837118954367196,0.0005845683183796,0.4374017521321518,3.3965883113194915,1.6871570817772388,0.0685458089413134,0.000546211434114,0.3818840713688761,0.8063639322916667,0.7853981633974482,0,1,0
8,1.2,1,1,0,0,0,3,2000,3000,5,0.6999999999999998,-1.9268171284950717,0.0011799437598478,0.0770758574279636,0.0006088398936045,0.4744781005367767,2.9868628961212207,1.4850850948307286,0.0430446074652562,0.0004214215155093,0.2273229999797548,0.8063119791666666,5.497787143782138,2,7,0
8,1.2,1,1,0,0,0,4,2000,3000,5,0.6999999999999998,-1.9144965508924816,0.0012367151543582,0.0830157187881304,0.0005901900761618,0.4458551372799396,3.322988038428364,1.6314286645539384,0.0541912555086769,0.0005145313033922,0.3388703515783335,0.8068874999999999,0.7853981633974482,2,1,0
8,1.2,1,1,0,0,0,5,2000,3000,5,0.6999999999999998,-1.924429200467846,0.0012838433188159,0.0733329817137892,0.0005410017426506,0.3746340935053997,2.652508648592307,1.7581372450862685,0.0506763391313341,0.0007070436632232,0.6398857493813918,0.8064404947916666,0.7853981633974482,2,1,0
8,1.25,1,1,0,0,0,1,2000,3000,5,0.6999999999999998,-1.8498786413392552,0.0013048033125212,0.0806717579828041,0.0005965060862467,0.4372310150301074,3.0557519067758,1.673637086199654,0.0521086193944452,0.0005010995284401,0.3085525861207522,0.8136268229166665,0.7853981633974482,0,1,0
8,1.25,1,1,0,0,0,2,2000,3000,5,0.6999999999999998,-1.8497642660135676,0.0012621640973821,0.0816798817925866,0.000639487209706,0.5025102537248362,3.2106124275613945,1.566039941500589,0.0466117965123868,0.00042505454196,0.2220089716419336,0.8136682291666667,5.497787143782138,2,7,0
8,1.25,1,1,0,0,0,3,2000,3000,5,0.6999999999999998,-1.8513715292446535,0.0012417909222361,0.0805552491101849,0.0005943567426123,0.4340858111862292,2.9998833397574924,1.515891616528678,0.040454293051461,0.0003422487516983,0.143934514838432,0.8134313802083333,5.497787143782138,0,7,0
8,1.25,1,1,0,0,0,4,2000,3000,5,0.6999999999999998,-1.859974601519512,0.0013383941963203,0.0773554124203891,0.000639539600922,0.5025925953301364,2.872731718188952,1.7609185932842504,0.0630389532142568,0.0006103320182415,0.457734355956673,0.8134580729166667,5.497787143782138,2,7,0
8,1.25,1,1,0,0,0,5,2000,3000,5,0.6999999999999998,-1.85621173862086,0.001229494208091,0.0774912751829896,0.0005917167319324,0.4302381353150399,2.825441488564951,1.4860183218383267,0.0489160621500969,0.0005207041769767,0.3331680336949695,0.8133248697916666,5.497787143782138,2,7,0
8,1.3,1,1,0,0,0,1,2000,3000,5,0.6999999999999998,-1.7737589980614514,0.001375246135209,0.0779949147690993,0.0005887630327597,0.4095707475627309,2.7995025373806133,1.7189584427086455,0.0461960237237527,0.000513671301219,0.3117586184224902,0.8208243489583333,0.7853981633974482,1,1,0
8,1.3,1,1,0,0,0,2,2000,3000,5,0.6999999999999998,-1.787762937180002,0.0012260723419062,0.0783170948265398,0.0005614005927006,0.3723862159572759,2.7388045931954723,1.3662705345174373,0.0489944873983857,0.0006090864967145,0.4383346536133113,0.8202283854166666,5.497787143782138,1,7,0
8,1.3,1,1,0,0,0,3,2000,3000,5,0.6999999999999998,-1.761651461253108,0.0012242787853048,0.0826780415839464,0.0006559666686615,0.5084068671742784,3.088256715148046,1.3622761679353563,0.0355169544621619,0.000400599146079,0.1896129092992708,0.82121875,5.497787143782138,0,7,0
8,1.3,1,1,0,0,0,4,2000,3000,5,0.6999999999999998,-1.757246760704906,0.0013763933619932,0.0829684230721322,0.0006266745864279,0.4640150101952941,3.1501771092862048,1.7218275403184893,0.0402596566159305,0.0003955558837165,0.1848687739779124,0.8215966145833333,5.497787143782138,0,7,0
8,1.3,1,1,0,0,0,5,2000,3000,5,0.6999999999999998,-1.7696783920314356,0.0012693352038658,0.0819330897486728,0.000606028165347,0.4339437928690999,3.0625792096080637,1.4643913707761396,0.0427085003331995,0.0004481395699259,0.2372872752838095,0.8212320312499999,0.7853981633974482,2,1,0
8,1.35,1,1,0,0,0,1,2000,3000,5,0.6999999999999998,-1.6919824815351363,0.0012662210271661,0.0839804990271122,0.0006434128421163,0.471017341610918,3.124998816266591,1.3512718240237689,0.0359282849280006,0.0003955556958824,0.1780216132778964,0.8281296875,5.497787143782138,1,7,0
